"STATION","NAME","DATE","AWND","DAPR","EVAP","MDPR","MNPN","MXPN","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WDMV","WESD","WESF","WSF2","WSF5","WT01","WT02","WT03","WT06","WT07","WT08"
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-04-23",,,,,,,,"0.05",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-04-24",,,,,,,,"0.32",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-04-25",,,,,,,,"0.15",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-04-26",,,,,,,,"0.65",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-04-27",,,,,,,,"0.20",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-04-28",,,,,,,,"0.11",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-04-29",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-04-30",,,,,,,,"0.12",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-01",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-02",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-03",,,,,,,,"0.05",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-04",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-05",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-06",,,,,,,,"0.24",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-07",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-08",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-09",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-10",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-11",,,,,,,,"0.15",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-12",,,,,,,,"0.45",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-13",,,,,,,,"0.31",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-14",,,,,,,,"0.34",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-15",,,,,,,,"0.14",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-16",,,,,,,,"0.45",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-17",,,,,,,,"0.14",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-18",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-19",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-20",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-21",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-22",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-23",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-24",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-25",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-26",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-27",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-28",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-29",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-30",,,,,,,,"0.03","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-05-31",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-06-01",,,,,,,,"0.06",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-06-02",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-06-03",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-06-04",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-06-05",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-06-06",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-06-07",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-06-08",,,,,,,,"0.37",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-06-09",,,,,,,,"0.22",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-06-10",,,,,,,,"0.34",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-06-11",,,,,,,,"0.22",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-06-12",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-06-13",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-09-19",,,,,,,,"0.95",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-09-20",,,,,,,,"0.73",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-09-21",,,,,,,,"0.25",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-09-22",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-09-23",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-09-24",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-09-25",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-09-26",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-09-27",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-09-28",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-10-11",,,,,,,,"0.23",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-10-12",,,,,,,,"0.44",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-10-13",,,,,,,,"1.27",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-10-14",,,,,,,,"0.14",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-10-15",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-10-16",,,,,,,,"0.00","0.0",,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-10-18",,,,,,,,"0.02",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-10-19",,,,,,,,"0.01",,,,,,,,,,,,,,,,,,,
"US1ORMN0021","JEFFERSON 5.2 NNW, OR US","2017-10-20",,,,,,,,"1.27",,,,,,,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-01",,,,,,,,"0.00","0.0","0",,"62","46",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-02",,,,,,,,"0.00","0.0","0",,"62","48",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-03",,,,,,,,"0.05","0.0","0",,"61","43",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-04",,,,,,,,"0.00","0.0","0",,"62","40",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-05",,,,,,,,"0.66","0.0","0",,"62","48",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-06",,,,,,,,"0.32","0.0","0",,"60","47",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-07",,,,,,,,"0.01","0.0","0",,"59","48",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-08",,,,,,,,"0.01","0.0","0",,"59","42",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-09",,,,,,,,"0.00","0.0","0",,"65","46",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-10",,,,,,,,"0.00","0.0","0",,"65","45",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-11",,,,,,,,"0.00","0.0","0",,"54","49",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-12",,,,,,,,"0.10","0.0","0",,"59","49",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-13",,,,,,,,"0.09","0.0","0",,"59","43",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-14",,,,,,,,"0.36","0.0","0",,"56","52",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-15",,,,,,,,"0.72","0.0","0",,"55","47",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-16",,,,,,,,"0.37","0.0","0",,"51","40",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-17",,,,,,,,"0.01","0.0","0",,"51","36",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-18",,,,,,,,"0.00","0.0","0",,"50","37",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-19",,,,,,,,"0.03","0.0","0",,"57","42",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-20",,,,,,,,"0.26","0.0","0",,"58","48",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-21",,,,,,,,"0.20","0.0","0",,"56","43",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-22",,,,,,,,"0.39","0.0","0",,"54","37",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-23",,,,,,,,"1.43","0.0","0",,"47","41",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-24",,,,,,,,"1.01","0.0","0",,"48","44",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-25",,,,,,,,"1.52","0.0","0",,"49","45",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-26",,,,,,,,"0.22","0.0","0",,"51","40",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-27",,,,,,,,"1.27","0.0","0",,"51","34",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-28",,,,,,,,"0.37","0.0","0",,"50","41",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-29",,,,,,,,"0.01","0.0","0",,"51","36",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-11-30",,,,,,,,"0.31","0.0","0",,"49","40",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-01",,,,,,,,"0.03","0.0","0",,"45","36",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-02",,,,,,,,"0.02","0.0","0",,"46","38",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-03",,,,,,,,"0.05","0.0","0",,"51","41",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-04",,,,,,,,"0.49","0.0","0",,"51","42",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-05",,,,,,,,"0.54","0.0","0",,"44","32",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-06",,,,,,,,"0.22","0.0","0",,"38","31",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-07",,,,,,,,"0.00","0.0","0",,"37","27",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-08",,,,,,,,"0.00","0.0","0",,"36","28",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-09",,,,,,,,"0.85","0.0","0",,"33","29",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-10",,,,,,,,"0.00","0.0","0",,"46","29",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-11",,,,,,,,"1.55","0.0","0",,"48","37",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-12",,,,,,,,"0.24","0.0","0",,"48","32",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-13",,,,,,,,"0.00","0.0","0",,"45","31",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-14",,,,,,,,"0.11","1.2","0",,"38","28",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-15",,,,,,,,"0.04","0.2","0",,"30","26",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-16",,,,,,,,"0.00","0.0","0",,"33","18",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-17",,,,,,,,"0.00","0.0","0",,"33","19",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-18",,,,,,,,"0.00","0.0","0",,"31","24",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-19",,,,,,,,"0.13","0.0","0",,"39","27",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-20",,,,,,,,"1.02","0.0","0",,"49","39",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-21",,,,,,,,"0.01","0.0","0",,"49","25",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-22",,,,,,,,"0.00","0.0","0",,"32","29",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-23",,,,,,,,"0.22","0.0","0",,"43","32",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-24",,,,,,,,"0.00","0.0","0",,"42","28",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-25",,,,,,,,"0.00","0.0","0",,"39","30",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-26",,,,,,,,"0.09","0.0","0",,"38","26",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-27",,,,,,,,"0.64","0.0","0",,"47","36",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-28",,,,,,,,"0.17","0.0","0",,"43","30",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-29",,,,,,,,"0.00","0.0","0",,"39","32",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-30",,,,,,,,"0.00","0.0","0",,"46","32",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2016-12-31",,,,,,,,"0.00","0.0","0",,"44","27",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-01",,,,,,,,"0.34","0.5","0",,"39","32",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-02",,,,,,,,"0.02","0.0","0",,"38","29",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-03",,,,,,,,"0.00","0.0","0",,"34","26",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-04",,,,,,,,"0.00","0.0","0",,"34","25",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-05",,,,,,,,"0.00","0.0","0",,"33","22",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-06",,,,,,,,"0.00","0.0","0",,"34","12",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-07",,,,,,,,"0.31","3.0","3",,"32","19",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-08",,,,,,,,"1.27","0.0","0",,"32","24",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-09",,,,,,,,"0.32","0.0","0",,"38","32",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-10",,,,,,,,"0.53","0.0","0",,"38","34",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-11",,,,,,,,"0.59","4.0","0",,"37","28",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-12",,,,,,,,"0.00","0.0","0",,"32","24",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-13",,,,,,,,"0.00","0.0","0",,"31","14",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-14",,,,,,,,"0.00","0.0","0",,"30","16",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-15",,,,,,,,"0.00","0.0","0",,"31","14",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-16",,,,,,,,"0.00","0.0","0",,"34","20",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-17",,,,,,,,"0.33","0.0","0",,"34","23",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-18",,,,,,,,"2.50","0.0","0",,"52","32",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-19",,,,,,,,"0.41","0.0","0",,"51","42",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-20",,,,,,,,"0.14","0.0","0",,"49","38",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-21",,,,,,,,"0.70","0.0","0",,"48","38",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-22",,,,,,,,"0.00","0.0","0",,"48","35",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-23",,,,,,,,"0.00","0.0","0",,"49","30",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-24",,,,,,,,"0.00","0.0","0",,"50","27",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-25",,,,,,,,"0.00","0.0","0",,"46","35",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-26",,,,,,,,"0.02","0.0","0",,"47","40",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-27",,,,,,,,"0.00","0.0","0",,"47","30",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-28",,,,,,,,"0.00","0.0","0",,"42","29",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-29",,,,,,,,"0.00","0.0","0",,"43","32",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-30",,,,,,,,"0.00","0.0","0",,"46","38",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-01-31",,,,,,,,"0.07","0.0","0",,"47","40",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-01",,,,,,,,"0.00","0.0","0",,"45","33",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-02",,,,,,,,"0.01","0.0","0",,"42","34",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-03",,,,,,,,"0.52","0.0","0",,"41","29",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-04",,,,,,,,,"0.0","0",,"50","32",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-05",,"    2",,"3.86",,,,,"0.0","0",,"50","36",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-06",,,,,,,,"1.09","0.0","0",,"41","33",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-07",,,,,,,,"0.22","0.0","0",,"40","33",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-08",,,,,,,,"1.03","0.0","0",,"43","37",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-09",,,,,,,,"1.69","0.0","0",,"58","42",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-10",,,,,,,,"0.32","0.0","0",,"56","42",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-11",,,,,,,,"0.00","0.0","0",,"48","30",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-12",,,,,,,,"0.00","0.0","0",,"48","30",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-13",,,,,,,,"0.00","0.0","0",,"54","34",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-14",,,,,,,,"0.00","0.0","0",,"55","30",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-15",,,,,,,,"1.29","0.0","0",,"54","42",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-16",,,,,,,,"1.58","0.0","0",,"55","45",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-17",,,,,,,,"0.03","0.0","0",,"53","43",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-18",,,,,,,,,"0.0","0",,"53","43",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-19",,,,,,,,,"0.0","0",,"49","36",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-20",,,,,,,,,"0.0","0",,"49","40",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-21",,"    4",,"2.82",,,,,"0.0","0",,"50","42",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-22",,,,,,,,"0.05","0.0","0",,"47","31",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-23",,,,,,,,"0.12","0.0","0",,"43","27",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-24",,,,,,,,"0.07","0.0","0",,"43","27",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-25",,,,,,,,"0.00","0.0","0",,"47","29",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-26",,,,,,,,"0.00","0.0","0",,"45","32",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-27",,,,,,,,"0.40","0.0","0",,"43","30",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-02-28",,,,,,,,"0.22","0.0","0",,"49","33",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-03-01",,,,,,,,"0.07","0.0","0",,"49","39",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-03-02",,,,,,,,"0.01","0.0","0",,"49","36",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-03-03",,,,,,,,"0.21","0.0","0",,"48","43",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-03-04",,,,,,,,,"0.0","0",,"48","34",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-03-05",,,,,,,,,"0.0","0",,"43","32",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-03-06",,"    3",,"1.75",,,,,"0.0","0",,"42","31",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-03-07",,,,,,,,"0.96","0.0","0",,"45","35",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-03-08",,,,,,,,"0.06","0.0","0",,"50","41",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-03-09",,,,,,,,"0.75","0.0","0",,"56","45",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-03-10",,,,,,,,"0.16","0.0","0",,"59","47",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-03-11",,,,,,,,"0.32","0.0","0",,"59","40",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-03-12",,,,,,,,"0.00","0.0","0",,"61","42",,,,,,,,,,,,,,
"USC00352112","DALLAS 2 NE, OR US","2017-03-13",,,,,,,,"0.06","0.0","0",,"61","48",,,,,,,,,,,,,,
